instance_id,box_id,length,width,height
709,0,31.5,24.0,1.2
709,1,27.0,24.0,3.2
709,2,35.5,31.2,2.0
709,3,28.0,21.9,10.5
710,0,33.6,20.6,11.4
710,1,20.0,16.0,2.0
710,2,28.0,20.0,2.0
710,3,29.0,20.0,2.1
711,0,50.0,39.0,4.0
711,1,34.4,23.2,12.2
712,0,27.0,18.4,1.0
712,1,39.0,29.5,1.2
712,2,39.0,29.5,1.2
712,3,35.2,21.8,13.5
712,4,27.0,18.2,1.0
713,0,29.0,22.0,2.0
713,1,20.8,14.1,7.8
714,0,50.8,44.7,6.7
714,1,32.1,21.6,15.9
715,0,30.0,21.0,0.5
715,1,34.4,23.2,12.2
716,0,41.5,15.0,2.0
716,1,33.0,23.1,14.9
716,2,50.0,39.0,4.0
717,0,24.7,16.2,4.0
717,1,30.0,15.0,0.1
718,0,8.1,4.3,4.0
718,1,20.0,15.0,3.7
718,2,29.0,25.0,2.1
718,3,26.0,13.0,0.5
719,0,13.0,10.4,3.8
719,1,36.8,24.8,13.8
720,0,34.0,28.0,2.8
720,1,33.0,23.1,14.9
720,2,33.0,23.1,14.9
721,0,41.5,15.0,2.0
721,1,33.5,21.1,11.6
721,2,33.5,21.1,11.6
721,3,33.5,21.1,11.6
721,4,33.5,21.1,11.6
721,5,33.5,21.1,11.6
722,0,38.0,28.5,1.1
722,1,35.6,23.8,12.4
723,0,50.0,39.0,4.0
723,1,29.5,22.2,12.0
724,0,28.6,25.0,3.0
724,1,32.5,13.2,10.8
724,2,33.8,15.4,11.8
725,0,38.0,30.0,0.7
725,1,33.2,12.8,11.8
725,2,30.0,25.0,1.0
726,0,36.0,29.0,2.5
726,1,36.0,29.0,2.5
726,2,32.8,20.7,14.4
727,0,33.4,21.0,11.4
727,1,37.0,25.8,4.7
727,2,37.0,27.0,4.1
728,0,26.5,20.0,2.0
728,1,35.2,24.2,13.0
728,2,30.0,28.0,5.0
729,0,41.0,30.0,1.0
729,1,38.0,29.0,1.0
729,2,35.7,27.2,1.4
729,3,36.0,30.0,0.8
729,4,34.4,23.2,12.2
730,0,39.0,30.0,1.0
730,1,33.6,20.6,11.4
730,2,29.2,23.6,8.4
731,0,19.4,11.6,6.6
731,1,25.1,19.8,12.0
732,0,11.6,8.4,3.9
732,1,34.0,23.8,12.2
733,0,32.4,17.7,11.8
733,1,28.0,24.5,1.2
733,2,29.8,19.2,10.8
734,0,34.5,21.0,12.0
734,1,26.0,21.0,1.6
734,2,28.0,23.0,2.5
735,0,51.8,41.9,6.7
735,1,33.2,12.8,11.8
735,2,51.5,42.3,5.2
736,0,27.0,23.0,6.3
736,1,26.5,21.0,10.0
737,0,20.0,12.0,4.0
737,1,21.6,16.0,8.8
738,0,12.1,7.5,3.4
738,1,33.2,12.8,11.8
738,2,36.0,26.0,2.8
738,3,33.2,12.8,11.8
739,0,22.0,14.0,4.8
739,1,30.0,18.8,10.4
740,0,37.8,13.2,4.4
740,1,37.8,13.2,4.4
740,2,37.8,13.2,4.4
740,3,31.4,22.2,11.8
740,4,31.4,22.2,11.8
741,0,49.0,40.0,5.9
741,1,35.6,23.4,12.2
742,0,33.6,20.6,11.4
742,1,50.0,39.0,4.0
742,2,33.6,20.6,11.4
743,0,49.0,40.0,5.9
743,1,31.2,22.2,12.4
744,0,37.2,27.0,4.0
744,1,35.2,24.2,13.0
744,2,35.2,24.2,13.0
744,3,35.2,24.2,13.0
745,0,37.8,13.2,4.4
745,1,37.8,13.2,4.4
745,2,37.8,13.2,4.4
745,3,37.8,13.2,4.4
745,4,37.8,13.2,4.4
745,5,37.8,13.2,4.4
745,6,37.8,13.2,4.4
745,7,37.8,13.2,4.4
745,8,37.8,13.2,4.4
745,9,30.0,21.4,11.6
745,10,30.0,21.4,11.6
745,11,30.0,21.4,11.6
746,0,33.2,21.0,11.4
746,1,25.0,22.0,9.4
746,2,30.5,21.8,11.5
747,0,26.0,13.0,0.5
747,1,26.0,13.0,0.5
747,2,34.5,23.3,12.3
748,0,49.0,40.0,5.9
748,1,34.2,23.4,12.0
748,2,34.2,23.4,12.0
749,0,37.8,13.2,4.4
749,1,37.8,13.2,4.4
749,2,37.8,13.2,4.4
749,3,37.8,13.2,4.4
749,4,37.8,13.2,4.4
749,5,37.8,13.2,4.4
749,6,37.8,13.2,4.4
749,7,37.8,13.2,4.4
749,8,37.8,13.2,4.4
749,9,30.0,21.4,11.6
749,10,30.0,21.4,11.6
749,11,30.0,21.4,11.6
750,0,27.0,23.6,2.3
750,1,35.5,31.2,2.0
750,2,33.2,12.8,11.8
750,3,30.0,21.0,0.5
751,0,30.0,26.0,4.9
751,1,33.2,21.0,11.4
752,0,34.41,23.44,12.07
752,1,36.0,29.0,4.0
753,0,37.5,29.6,2.3
753,1,33.2,20.8,11.5
753,2,37.5,29.6,2.3
754,0,41.5,15.0,2.0
754,1,34.4,23.2,12.2
754,2,34.4,23.2,12.2
755,0,19.6,13.4,8.0
755,1,22.0,15.2,4.4
756,0,35.6,15.2,13.2
756,1,30.5,28.5,7.8
756,2,30.5,28.5,7.8
757,0,30.0,23.5,5.0
757,1,35.2,21.8,13.0
758,0,29.0,19.6,5.0
758,1,35.8,23.0,15.4
758,2,35.9,23.4,15.5
758,3,36.0,23.4,15.5
759,0,10.7,8.2,4.6
759,1,21.0,14.8,8.0
760,0,13.0,10.4,3.8
760,1,13.0,10.4,3.8
760,2,29.8,18.8,10.4
761,0,50.0,39.0,4.0
761,1,34.3,23.2,11.8
761,2,33.4,21.0,11.4
762,0,37.0,28.0,1.1
762,1,59.7,39.7,5.0
762,2,37.0,28.0,1.1
762,3,28.5,23.0,0.9
763,0,32.1,25.9,2.0
763,1,26.0,13.0,0.5
763,2,34.4,23.2,12.2
763,3,29.8,22.0,10.0
764,0,38.0,29.0,3.0
764,1,32.5,21.0,12.0
764,2,32.0,20.0,11.0
765,0,35.5,28.5,2.8
765,1,33.2,20.8,11.5
765,2,33.2,20.8,11.5
766,0,35.5,28.4,5.0
766,1,34.7,23.4,12.1
766,2,39.0,29.0,1.3
766,3,35.1,18.6,4.0
767,0,25.0,16.0,2.5
767,1,33.1,12.9,11.8
768,0,22.5,13.0,3.0
768,1,34.4,23.2,12.2
768,2,23.0,6.0,2.0
769,0,36.5,24.0,1.0
769,1,34.5,24.5,0.9
769,2,21.8,16.2,9.0
769,3,35.0,26.0,0.6
770,0,37.0,27.0,1.5
770,1,35.0,27.0,1.7
770,2,26.0,13.0,0.5
771,0,38.0,26.5,2.0
771,1,34.2,24.2,12.6
771,2,35.8,33.7,9.5
772,0,26.0,13.0,0.5
772,1,33.6,20.6,11.4
773,0,47.3,42.2,6.4
773,1,34.4,21.8,12.2
774,0,20.0,12.0,4.0
774,1,28.2,25.1,4.0
774,2,39.5,29.0,0.7
774,3,25.0,12.0,1.0
774,4,30.0,22.2,12.0
774,5,26.0,13.0,0.5
775,0,25.0,17.8,7.2
775,1,22.0,16.0,1.3
775,2,26.5,13.2,9.5
775,3,17.5,11.0,1.7
775,4,27.5,24.0,1.4
776,0,11.2,9.5,3.1
776,1,36.5,26.8,4.0
776,2,10.1,6.9,4.7
777,0,32.0,23.0,2.0
777,1,18.2,12.0,7.3
777,2,32.0,21.0,1.6
778,0,27.0,23.0,4.5
778,1,26.4,22.6,4.0
778,2,27.0,20.8,10.0
779,0,37.8,13.2,4.4
779,1,31.8,23.4,12.2
779,2,32.0,23.4,12.2
779,3,37.8,13.2,4.4
779,4,32.0,23.0,12.0
780,0,34.0,27.5,9.0
780,1,33.6,20.6,11.4
781,0,29.0,21.0,1.0
781,1,29.0,21.0,1.0
781,2,32.5,13.2,10.8
782,0,26.0,19.0,9.0
782,1,34.0,21.0,11.2
782,2,34.0,21.0,11.2
782,3,38.0,28.0,3.6
783,0,50.0,39.0,4.0
783,1,33.5,20.8,11.7
783,2,33.5,20.8,11.7
784,0,37.0,28.5,3.6
784,1,33.4,20.8,11.4
785,0,39.0,30.0,1.3
785,1,32.0,24.0,2.0
785,2,32.4,21.6,12.0
786,0,31.6,22.2,12.0
786,1,29.1,21.9,12.0
787,0,49.0,40.0,5.9
787,1,34.2,23.4,12.0
787,2,34.2,23.4,12.0
788,0,26.0,20.0,7.0
788,1,34.8,24.4,13.4
789,0,26.0,13.0,0.5
789,1,12.9,9.0,4.4
789,2,20.6,5.3,4.5
790,0,26.0,23.0,8.5
790,1,30.4,21.4,11.0
791,0,29.0,20.0,1.0
791,1,20.0,12.0,4.0
791,2,33.8,22.8,11.6
791,3,18.2,16.8,12.0
792,0,31.0,30.0,7.8
792,1,24.9,19.3,12.0
793,0,28.0,24.0,5.2
793,1,33.51,21.1,11.57
793,2,33.51,21.1,11.57
793,3,28.0,24.0,5.2
793,4,28.0,24.0,5.2
793,5,33.6,21.4,11.6
794,0,24.6,19.0,9.6
794,1,26.4,20.4,10.0
794,2,34.2,22.0,3.2
794,3,24.8,19.4,10.8
794,4,20.0,15.0,3.7
795,0,32.2,27.6,4.0
795,1,48.9,37.0,7.9
795,2,33.6,20.6,11.4
795,3,26.7,14.0,2.0
795,4,34.2,20.0,11.0
796,0,45.1,36.1,9.9
796,1,34.4,21.8,12.2
796,2,33.8,21.8,12.2
797,0,25.0,15.0,1.0
797,1,29.0,25.0,1.0
797,2,25.0,12.0,1.0
798,0,33.0,24.0,1.8
798,1,27.4,21.2,10.8
798,2,33.0,24.0,1.8
799,0,28.0,24.0,5.2
799,1,29.6,23.4,12.0
799,2,34.5,23.5,12.0
800,0,30.6,30.0,2.0
800,1,37.0,26.0,2.0
800,2,30.0,21.4,11.6
801,0,29.0,19.5,5.8
801,1,30.4,21.4,11.0
802,0,31.0,24.0,1.4
802,1,34.6,25.8,12.0
803,0,13.0,10.4,3.8
803,1,29.5,22.2,12.0
803,2,13.0,10.4,3.8
803,3,13.0,10.4,3.8
804,0,32.4,17.7,11.8
804,1,32.4,17.7,11.8
804,2,32.4,17.7,11.8
804,3,9.3,6.2,3.1
805,0,9.6,5.8,3.7
805,1,26.2,12.8,9.2
806,0,29.0,23.0,1.9
806,1,20.8,15.614,3.9
806,2,27.0,26.4,4.0
806,3,32.0,30.6,1.7
807,0,49.0,40.0,5.9
807,1,34.2,23.4,12.0
807,2,34.2,23.4,12.0
808,0,50.0,39.0,4.0
808,1,50.0,39.0,4.0
808,2,30.5,21.0,11.5
809,0,13.0,10.4,3.8
809,1,13.0,10.4,3.8
809,2,30.3,22.3,12.0
809,3,13.0,10.4,3.8
810,0,49.0,40.0,5.9
810,1,34.2,23.4,12.0
810,2,34.2,23.4,12.0
811,0,36.0,29.2,2.3
811,1,32.8,20.7,14.4
812,0,32.0,29.0,2.0
812,1,35.6,15.2,13.2
812,2,38.0,28.0,2.2
812,3,39.0,27.0,3.0
812,4,31.0,27.0,1.2
813,0,41.5,15.0,2.0
813,1,33.0,20.7,11.3
813,2,33.0,20.7,11.3
813,3,33.0,20.7,11.3
813,4,33.0,20.7,11.3
813,5,33.0,20.7,11.3
814,0,34.0,21.0,12.0
814,1,49.0,40.0,5.9
815,0,34.2,22.0,3.2
815,1,23.4,17.4,11.8
815,2,23.4,17.4,11.8
816,0,22.6,15.1,0.61
816,1,34.2,24.2,12.0
816,2,39.0,28.0,1.4
817,0,30.6,23.8,11.8
817,1,35.0,23.0,12.0
818,0,38.0,28.0,3.6
818,1,33.2,20.6,12.0
818,2,38.0,28.0,3.6
818,3,38.0,28.0,3.6
819,0,52.0,24.0,7.6
819,1,34.4,23.2,12.2
819,2,34.4,23.2,12.2
820,0,50.0,39.0,4.0
820,1,34.3,23.2,11.8
820,2,33.4,21.0,11.4
821,0,34.3,22.9,11.7
821,1,34.3,22.9,11.7
821,2,35.5,27.5,2.8
822,0,20.0,10.0,0.6
822,1,26.0,13.0,0.5
822,2,27.0,24.0,1.0
823,0,29.5,28.0,4.5
823,1,34.2,21.8,12.2
824,0,35.2,27.4,3.76
824,1,33.5,21.0,11.4
825,0,33.2,12.8,11.8
825,1,29.2,25.0,2.0
826,0,34.2,21.8,12.4
826,1,35.2,26.7,6.2
827,0,26.0,20.7,5.0
827,1,30.4,19.4,10.6
828,0,37.8,13.2,4.4
828,1,37.8,13.2,4.4
828,2,37.8,13.2,4.4
828,3,37.8,13.2,4.4
828,4,37.8,13.2,4.4
828,5,37.8,13.2,4.4
828,6,37.8,13.2,4.4
828,7,37.8,13.2,4.4
828,8,37.8,13.2,4.4
828,9,30.0,21.4,11.6
828,10,30.0,21.4,11.6
828,11,30.0,21.4,11.6
829,0,38.0,30.0,0.95
829,1,34.0,21.0,11.2
829,2,38.0,30.0,0.95
830,0,26.5,26.3,4.0
830,1,27.0,24.5,0.9
830,2,12.9,10.0,3.41
831,0,31.0,21.6,11.4
831,1,32.0,30.0,8.0
832,0,31.0,26.0,6.0
832,1,31.0,26.0,6.0
832,2,31.0,21.6,11.4
833,0,33.0,23.1,14.9
833,1,14.2,11.3,4.3
834,0,23.0,6.0,2.0
834,1,33.6,20.6,11.4
835,0,33.8,21.0,11.2
835,1,38.0,30.0,1.6
836,0,25.8,19.8,10.5
836,1,29.0,24.0,2.0
836,2,33.2,20.7,14.2
837,0,36.5,27.5,3.3
837,1,56.6,45.6,5.3
837,2,38.5,29.0,1.0
837,3,40.0,29.0,1.2
837,4,39.0,30.0,0.7
837,5,33.1,21.3,12.0
837,6,30.6,23.8,11.8
838,0,34.0,24.0,1.3
838,1,9.4,6.6,6.2
839,0,28.0,19.0,4.5
839,1,33.2,20.8,11.4
839,2,33.2,20.8,11.4
839,3,33.2,20.8,11.4
840,0,27.0,26.0,1.0
840,1,27.0,26.0,1.0
840,2,26.0,25.0,1.5
840,3,26.0,25.0,1.5
841,0,50.0,39.0,4.0
841,1,21.0,21.8,12.5
841,2,21.0,21.8,12.5
842,0,28.0,22.0,1.0
842,1,38.5,29.0,0.6
842,2,26.1,20.9,12.0
843,0,38.0,30.0,3.5
843,1,34.3,24.1,13.0
843,2,35.0,29.4,1.5
843,3,49.9,45.4,6.3
844,0,37.5,29.5,1.5
844,1,34.4,23.2,12.2
844,2,38.0,27.9,2.4
845,0,50.0,39.0,4.0
845,1,34.5,21.0,12.0
846,0,30.0,21.0,10.6
846,1,29.0,22.1,12.0
847,0,34.2,22.0,3.2
847,1,26.5,20.5,10.0
847,2,26.5,20.5,10.0
848,0,50.0,39.0,4.0
848,1,34.4,23.2,12.2
849,0,10.7,7.0,3.6
849,1,26.0,13.0,0.5
850,0,33.0,29.5,10.0
850,1,34.5,25.0,12.5
851,0,37.8,13.2,4.4
851,1,32.0,23.0,12.0
851,2,32.0,23.4,12.2
851,3,32.0,23.0,12.0
851,4,37.8,13.2,4.4
852,0,22.2,15.1,3.0
852,1,33.51,21.1,11.57
852,2,33.4,20.2,11.4
853,0,33.0,24.0,0.72
853,1,30.5,20.6,10.2
854,0,37.2,25.3,3.0
854,1,33.6,20.6,11.4
855,0,37.2,27.0,4.0
855,1,37.0,27.0,4.1
855,2,36.1,23.8,12.6
856,0,35.2,26.7,6.2
856,1,34.0,21.0,11.2
857,0,23.6,5.0,1.2
857,1,34.5,21.0,12.0
857,2,33.1,20.8,9.4
857,3,33.1,20.8,9.4
858,0,33.1,21.4,12.0
858,1,26.0,13.0,0.5
858,2,34.41,23.44,12.07
859,0,22.0,15.0,9.0
859,1,45.1,36.1,9.9
859,2,45.1,36.1,9.9
860,0,29.5,23.0,4.2
860,1,35.5,28.5,2.8
860,2,33.7,23.0,14.6
861,0,37.5,27.5,3.8
861,1,37.5,27.5,3.8
861,2,37.5,27.5,3.8
861,3,37.5,27.5,3.8
861,4,37.5,27.5,3.8
861,5,32.5,20.9,14.0
862,0,30.0,21.0,0.5
862,1,35.5,26.4,12.0
863,0,36.6,23.2,4.6
863,1,36.6,23.2,4.6
863,2,36.6,23.2,4.6
863,3,26.4,20.4,10.0
863,4,28.0,21.9,10.5
864,0,50.0,39.0,4.0
864,1,34.2,23.4,12.0
864,2,33.4,21.0,11.4
865,0,31.0,26.0,6.0
865,1,33.0,23.1,14.9
866,0,8.1,4.3,4.0
866,1,19.8,13.5,0.8
866,2,23.8,18.0,9.0
867,0,33.5,20.8,11.7
867,1,49.0,40.0,5.9
867,2,33.5,20.8,11.7
868,0,28.5,28.0,5.6
868,1,35.2,24.4,12.0
869,0,40.0,29.0,2.0
869,1,34.5,23.3,12.3
869,2,34.2,22.8,12.0
869,3,32.0,28.6,4.0
870,0,29.0,23.0,1.2
870,1,33.1,20.8,11.4
870,2,33.1,20.8,11.4
870,3,33.1,20.8,11.4
871,0,54.5,41.0,5.5
871,1,54.5,41.0,5.5
871,2,30.0,20.6,10.4
872,0,33.2,12.8,11.8
872,1,37.0,26.0,2.0
873,0,54.5,41.0,5.5
873,1,27.0,20.8,10.0
874,0,32.8,21.0,12.0
874,1,39.0,29.0,1.4
875,0,13.0,10.4,3.8
875,1,13.0,10.4,3.8
875,2,36.8,24.8,13.8
876,0,27.8,27.4,4.0
876,1,25.4,19.4,9.4
877,0,21.8,16.2,9.0
877,1,19.8,13.5,0.8
877,2,26.0,13.0,0.5
878,0,54.5,41.0,5.5
878,1,54.5,41.0,5.5
878,2,30.0,20.6,10.4
879,0,28.0,15.0,2.5
879,1,28.0,15.0,2.5
879,2,30.1,18.9,10.6
879,3,30.1,18.9,10.6
880,0,28.8,22.5,11.5
880,1,27.8,24.8,2.0
880,2,26.0,15.5,1.0
880,3,28.9,25.2,8.0
880,4,26.0,22.3,4.0
881,0,23.5,23.0,7.0
881,1,38.0,29.0,1.2
881,2,33.5,20.9,11.2
882,0,27.2,22.4,12.0
882,1,27.0,24.0,3.2
882,2,34.2,31.4,2.0
883,0,30.0,25.5,2.2
883,1,27.0,20.8,10.0
884,0,26.4,22.3,4.0
884,1,27.8,22.0,12.8
885,0,49.0,40.0,5.9
885,1,33.5,20.8,11.7
885,2,33.5,20.8,11.7
886,0,28.0,24.5,1.2
886,1,28.0,21.9,10.5
887,0,36.6,23.2,4.6
887,1,36.6,23.2,4.6
887,2,28.0,21.9,10.5
887,3,36.6,23.2,4.6
888,0,33.4,21.0,11.4
888,1,38.0,27.0,4.4
888,2,37.2,27.0,4.0
888,3,38.0,27.0,4.4
888,4,37.5,27.5,3.8
889,0,34.41,23.44,12.07
889,1,30.5,28.5,7.8
890,0,26.0,13.0,0.5
890,1,25.0,19.4,12.0
890,2,11.0,6.3,4.8
891,0,32.0,23.4,12.2
891,1,36.6,23.2,4.6
891,2,36.6,23.2,4.6
891,3,32.0,23.4,12.2
891,4,32.0,23.4,12.2
892,0,50.0,39.0,4.0
892,1,36.3,24.1,12.6
893,0,38.0,29.0,3.0
893,1,58.2,42.0,0.9
893,2,34.4,21.8,12.2
894,0,29.8,19.2,10.8
894,1,50.0,39.0,4.0
895,0,23.8,18.0,9.0
895,1,30.1,26.0,2.0
895,2,28.0,22.5,1.4
896,0,30.0,21.4,11.6
896,1,30.0,21.4,11.6
896,2,30.0,21.4,11.6
896,3,37.8,13.2,4.4
896,4,37.8,13.2,4.4
896,5,37.8,13.2,4.4
896,6,37.8,13.2,4.4
896,7,37.8,13.2,4.4
896,8,37.8,13.2,4.4
896,9,37.8,13.2,4.4
896,10,37.8,13.2,4.4
896,11,37.8,13.2,4.4
897,0,41.5,15.0,2.0
897,1,32.4,17.7,11.8
897,2,32.4,17.7,11.8
897,3,32.4,17.7,11.8
897,4,32.4,17.7,11.8
897,5,32.4,17.7,11.8
898,0,34.0,28.0,2.8
898,1,33.0,21.0,11.5
898,2,33.0,21.0,11.5
899,0,23.0,13.0,4.0
899,1,25.0,12.0,1.0
899,2,9.7,6.5,3.7
899,3,31.6,12.4,9.8
900,0,36.0,23.5,12.3
900,1,41.5,15.0,2.0
900,2,36.0,23.5,12.3
900,3,36.0,23.5,12.3
901,0,27.0,14.1,8.7
901,1,33.1,20.8,9.4
901,2,33.1,20.8,9.4
901,3,33.1,20.8,9.4
902,0,35.5,30.0,2.7
902,1,34.6,19.9,15.2
902,2,34.1,20.1,14.9
903,0,24.9,21.7,14.6
903,1,35.6,15.2,13.2
904,0,37.0,25.8,4.7
904,1,33.4,21.0,11.4
904,2,37.0,27.0,4.1
905,0,34.4,21.8,12.2
905,1,35.2,26.7,6.2
906,0,33.2,12.8,11.8
906,1,26.0,22.0,4.0
906,2,30.8,21.2,11.4
907,0,31.7,28.3,4.0
907,1,25.0,20.0,10.0
907,2,26.6,20.7,11.9
908,0,33.0,24.0,1.8
908,1,24.7,11.8,4.0
908,2,30.0,15.0,0.1
908,3,11.0,6.3,4.8
909,0,33.4,21.0,11.4
909,1,50.0,39.0,4.0
910,0,37.8,33.7,4.0
910,1,38.0,29.4,1.5
910,2,36.1,23.8,12.6
911,0,13.0,10.4,3.8
911,1,31.0,21.6,11.4
912,0,29.0,19.6,5.0
912,1,33.6,21.4,11.6
912,2,33.6,21.4,11.6
912,3,33.6,21.4,11.6
912,4,33.6,21.4,11.6
913,0,31.8,23.0,12.0
913,1,10.1,6.0,3.5
913,2,30.2,23.5,5.2
914,0,36.0,28.0,0.6
914,1,33.3,23.6,12.0
914,2,32.7,20.6,12.0
915,0,30.0,21.0,0.5
915,1,30.0,21.4,11.6
916,0,35.0,27.5,1.2
916,1,33.5,20.8,11.7
916,2,30.0,26.0,4.9
917,0,38.0,28.5,2.8
917,1,35.2,24.2,13.0
917,2,35.5,28.5,2.8
918,0,33.8,23.6,12.4
918,1,22.5,13.5,3.5
918,2,33.8,23.6,12.4
918,3,22.5,13.5,3.5
919,0,30.2,23.5,5.2
919,1,33.6,21.4,11.6
919,2,33.6,21.4,11.6
919,3,33.6,21.4,11.6
919,4,33.6,21.4,11.6
920,0,35.0,26.0,2.2
920,1,36.0,35.0,1.6
920,2,27.0,24.0,2.8
920,3,33.6,20.6,11.4
920,4,33.0,25.0,0.6
920,5,32.9,21.5,12.0
920,6,32.0,17.0,1.56
920,7,32.0,17.0,1.56
921,0,34.0,27.0,1.8
921,1,51.0,28.0,4.4
921,2,34.2,20.8,12.2
921,3,31.2,29.0,1.0
922,0,34.0,33.5,4.0
922,1,36.3,25.7,12.9
923,0,41.5,15.0,2.0
923,1,34.3,22.9,11.7
923,2,34.3,22.9,11.7
923,3,34.3,22.9,11.7
924,0,37.8,13.2,4.4
924,1,37.8,13.2,4.4
924,2,37.8,13.2,4.4
924,3,32.2,23.2,12.6
924,4,37.8,13.2,4.4
924,5,32.2,23.2,12.6
924,6,32.2,23.2,12.6
924,7,37.8,13.2,4.4
925,0,32.4,22.8,12.0
925,1,22.5,13.5,3.5
925,2,31.8,23.0,12.0
925,3,35.6,23.4,12.2
926,0,28.6,25.0,3.0
926,1,46.0,41.0,5.0
926,2,30.0,24.0,0.7
927,0,30.0,21.0,0.5
927,1,24.6,19.0,9.6
928,0,41.5,15.0,2.0
928,1,33.2,20.8,11.4
928,2,33.2,20.8,11.4
928,3,33.5,20.8,11.7
928,4,33.5,20.8,11.7
929,0,36.6,23.2,4.6
929,1,36.6,23.2,4.6
929,2,36.6,23.2,4.6
929,3,36.6,23.2,4.6
929,4,36.6,23.2,4.6
929,5,36.6,23.2,4.6
929,6,32.0,23.0,12.0
929,7,36.6,23.2,4.6
929,8,36.6,23.2,4.6
930,0,26.0,13.0,0.5
930,1,35.2,24.2,13.0
931,0,37.0,28.5,3.6
931,1,34.4,23.2,12.2
932,0,26.0,20.7,5.0
932,1,33.2,20.8,11.1
933,0,32.0,28.4,2.0
933,1,33.6,20.6,11.4
934,0,26.0,13.0,0.5
934,1,33.4,21.0,11.4
935,0,49.0,40.0,5.9
935,1,31.0,21.6,11.4
936,0,41.0,33.0,3.5
936,1,40.4,25.2,14.5
936,2,12.1,8.5,4.8
937,0,30.0,22.0,7.0
937,1,33.6,20.6,11.4
938,0,26.0,13.0,0.5
938,1,38.0,30.0,0.9
938,2,34.8,20.6,11.6
939,0,36.0,29.0,2.5
939,1,33.4,21.0,11.4
940,0,41.5,15.0,2.0
940,1,32.4,17.7,11.8
940,2,32.4,17.7,11.8
940,3,32.4,17.7,11.8
940,4,32.4,17.7,11.8
940,5,32.4,17.7,11.8
941,0,28.4,20.2,12.0
941,1,28.4,20.2,12.0
941,2,33.6,20.6,11.4
942,0,28.0,23.5,2.1
942,1,33.3,20.6,11.4
943,0,33.4,20.8,11.4
943,1,13.0,10.4,3.8
943,2,33.4,20.8,11.4
944,0,33.0,20.6,11.4
944,1,39.0,31.0,2.2
944,2,32.0,22.0,11.0
945,0,34.4,29.7,4.0
945,1,19.0,18.9,4.0
945,2,31.0,29.5,4.0
945,3,33.4,20.2,11.4
946,0,17.0,14.5,0.35
946,1,36.7,23.8,12.0
946,2,29.0,26.0,10.0
946,3,23.6,5.0,1.2
946,4,19.8,10.8,2.5
947,0,25.0,17.8,7.2
947,1,30.4,19.4,10.6
948,0,6.0,9.6,5.4
948,1,21.9,16.5,14.8
949,0,10.7,7.8,3.3
949,1,12.1,7.1,3.2
949,2,35.4,24.2,13.0
950,0,30.4,21.5,11.5
950,1,26.9,24.3,4.0
950,2,26.3,21.1,11.3
951,0,35.5,27.5,2.8
951,1,12.1,10.1,3.8
952,0,36.2,23.2,12.6
952,1,33.0,30.0,7.0
953,0,26.0,13.0,0.5
953,1,34.2,23.4,12.0
954,0,30.5,28.5,7.8
954,1,36.7,23.8,12.0
955,0,26.0,13.0,0.5
955,1,35.4,31.4,2.0
955,2,9.6,7.1,4.8
956,0,14.2,13.0,12.0
956,1,33.5,20.5,11.5
956,2,30.0,22.0,7.0
957,0,30.5,28.5,7.8
957,1,34.9,23.0,12.1
958,0,37.8,13.2,4.4
958,1,32.0,23.0,12.0
958,2,32.0,23.0,12.0
958,3,32.0,23.4,12.2
958,4,37.8,13.2,4.4
959,0,28.5,24.0,0.9
959,1,34.2,20.0,11.0
960,0,23.0,13.0,4.0
960,1,11.2,9.5,3.1
960,2,10.3,7.0,5.1
960,3,23.0,13.0,4.0
961,0,34.2,20.4,11.8
961,1,37.2,23.6,4.0
962,0,45.1,36.1,9.9
962,1,36.1,23.8,12.6
963,0,38.0,29.4,2.5
963,1,38.0,29.4,2.5
963,2,33.0,21.0,11.5
964,0,24.9,19.7,12.0
964,1,35.0,27.5,1.2
964,2,35.0,27.5,1.2
965,0,40.0,29.5,0.85
965,1,33.8,13.8,12.8
965,2,27.0,24.0,2.8
966,0,39.0,30.0,0.9
966,1,29.0,25.0,1.7
966,2,33.6,21.0,11.5
967,0,33.7,29.0,4.0
967,1,34.4,21.4,12.0
968,0,41.5,15.0,2.0
968,1,33.2,20.8,11.5
968,2,32.8,18.8,13.2
969,0,37.8,13.2,4.4
969,1,32.0,23.0,12.0
969,2,32.0,23.4,12.2
969,3,37.8,13.2,4.4
969,4,31.8,23.4,12.2
970,0,50.8,44.7,6.7
970,1,32.1,21.6,15.9
971,0,37.0,29.5,1.3
971,1,37.0,29.5,1.6
971,2,35.2,22.6,11.4
972,0,15.6,11.6,2.3
972,1,15.6,11.6,2.3
972,2,30.0,21.4,11.6
973,0,25.0,19.0,9.4
973,1,34.2,22.0,3.2
974,0,36.6,25.8,3.0
974,1,50.0,38.0,2.0
974,2,49.0,41.5,6.0
975,0,50.0,39.0,4.0
975,1,34.4,23.2,12.2
976,0,10.7,7.8,3.3
976,1,10.7,7.8,3.3
976,2,35.4,24.2,13.0
977,0,37.0,29.0,1.0
977,1,26.0,15.6,3.2
977,2,32.1,21.6,15.9
978,0,30.0,18.6,10.8
978,1,38.0,29.0,1.1
978,2,37.0,28.0,1.1
978,3,37.0,29.0,1.0
979,0,38.0,30.0,0.85
979,1,33.0,21.0,13.0
980,0,38.5,29.0,1.0
980,1,34.0,22.0,11.4
980,2,31.0,25.0,1.7
980,3,38.0,29.0,1.0
981,0,34.0,22.8,11.8
981,1,34.0,22.8,11.8
